simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.16708295126355288	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.16574113542438235	0.005	obs_y1		noiseParameter1	dataset1	0
condition1	0.16464412364193265	0.01	obs_y1		noiseParameter1	dataset1	0
condition1	0.16356916520932274	0.015	obs_y1		noiseParameter1	dataset1	0
condition1	0.16207462614826001	0.02	obs_y1		noiseParameter1	dataset1	0
condition1	0.1608762897571047	0.025	obs_y1		noiseParameter1	dataset1	0
condition1	0.1599767288831641	0.03	obs_y1		noiseParameter1	dataset1	0
condition1	0.15866575669178448	0.035	obs_y1		noiseParameter1	dataset1	0
condition1	0.15729879379093134	0.04	obs_y1		noiseParameter1	dataset1	0
condition1	0.15629494626089135	0.045	obs_y1		noiseParameter1	dataset1	0
condition1	0.15498470659303248	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.15384003290898482	0.055	obs_y1		noiseParameter1	dataset1	0
condition1	0.1528125431293863	0.06	obs_y1		noiseParameter1	dataset1	0
condition1	0.1513579364435946	0.065	obs_y1		noiseParameter1	dataset1	0
condition1	0.15026950799189764	0.07	obs_y1		noiseParameter1	dataset1	0
condition1	0.14933472230032535	0.075	obs_y1		noiseParameter1	dataset1	0
condition1	0.14816653430085136	0.08	obs_y1		noiseParameter1	dataset1	0
condition1	0.1472694019690042	0.085	obs_y1		noiseParameter1	dataset1	0
condition1	0.14600512508912372	0.09	obs_y1		noiseParameter1	dataset1	0
condition1	0.1448558707181339	0.095	obs_y1		noiseParameter1	dataset1	0
condition1	0.14420286951377143	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.1428987486780082	0.105	obs_y1		noiseParameter1	dataset1	0
condition1	0.14188782979948406	0.11	obs_y1		noiseParameter1	dataset1	0
condition1	0.14063280145859386	0.115	obs_y1		noiseParameter1	dataset1	0
condition1	0.13972046667339622	0.12	obs_y1		noiseParameter1	dataset1	0
condition1	0.13878292599590225	0.125	obs_y1		noiseParameter1	dataset1	0
condition1	0.137587738204476	0.13	obs_y1		noiseParameter1	dataset1	0
condition1	0.13678412705562426	0.135	obs_y1		noiseParameter1	dataset1	0
condition1	0.1356453699315838	0.14	obs_y1		noiseParameter1	dataset1	0
condition1	0.134689330691482	0.145	obs_y1		noiseParameter1	dataset1	0
condition1	0.13365743779985886	0.15	obs_y1		noiseParameter1	dataset1	0
