simulationConditionId	measurement	time	observableId	observableParameters	noiseParameters	datasetId	replicateId
condition1	0.20009934283060227	0.0	obs_y1		noiseParameter1	dataset1	0
condition1	0.2012131157999142	0.005	obs_y1		noiseParameter1	dataset1	0
condition1	0.20259506056934937	0.01	obs_y1		noiseParameter1	dataset1	0
condition1	0.20397940110209034	0.015	obs_y1		noiseParameter1	dataset1	0
condition1	0.2048090548778711	0.02	obs_y1		noiseParameter1	dataset1	0
condition1	0.20597937622152038	0.025	obs_y1		noiseParameter1	dataset1	0
condition1	0.2075084027879909	0.03	obs_y1		noiseParameter1	dataset1	0
condition1	0.20847794063603312	0.035	obs_y1		noiseParameter1	dataset1	0
condition1	0.20934007075854427	0.04	obs_y1		noiseParameter1	dataset1	0
condition1	0.21065665826466354	0.045	obs_y1		noiseParameter1	dataset1	0
condition1	0.21153230964093073	0.05	obs_y1		noiseParameter1	dataset1	0
condition1	0.2126034253125221	0.055	obs_y1		noiseParameter1	dataset1	0
condition1	0.21381067861907624	0.06	obs_y1		noiseParameter1	dataset1	0
condition1	0.214389034602593	0.065	obs_y1		noiseParameter1	dataset1	0
condition1	0.21545356781374392	0.07	obs_y1		noiseParameter1	dataset1	0
condition1	0.21671476881557356	0.075	obs_y1		noiseParameter1	dataset1	0
condition1	0.2176121167092737	0.08	obs_y1		noiseParameter1	dataset1	0
condition1	0.2188829680954494	0.085	obs_y1		noiseParameter1	dataset1	0
condition1	0.21958171270159096	0.09	obs_y1		noiseParameter1	dataset1	0
condition1	0.22042241785841296	0.095	obs_y1		noiseParameter1	dataset1	0
condition1	0.22199794265212935	0.1	obs_y1		noiseParameter1	dataset1	0
condition1	0.2225478733137923	0.105	obs_y1		noiseParameter1	dataset1	0
condition1	0.22352469315388987	0.11	obs_y1		noiseParameter1	dataset1	0
condition1	0.2240879184117193	0.115	obs_y1		noiseParameter1	dataset1	0
condition1	0.22516979855270824	0.12	obs_y1		noiseParameter1	dataset1	0
condition1	0.22618927201031722	0.125	obs_y1		noiseParameter1	dataset1	0
condition1	0.22676174463475185	0.13	obs_y1		noiseParameter1	dataset1	0
condition1	0.22795481528243905	0.135	obs_y1		noiseParameter1	dataset1	0
condition1	0.2285654679855108	0.14	obs_y1		noiseParameter1	dataset1	0
condition1	0.22945715977034256	0.145	obs_y1		noiseParameter1	dataset1	0
condition1	0.230194606557525	0.15	obs_y1		noiseParameter1	dataset1	0
condition1	0.23155838814279667	0.155	obs_y1		noiseParameter1	dataset1	0
condition1	0.23191235874901936	0.16	obs_y1		noiseParameter1	dataset1	0
condition1	0.23244290011888966	0.165	obs_y1		noiseParameter1	dataset1	0
condition1	0.23364304204685402	0.17	obs_y1		noiseParameter1	dataset1	0
condition1	0.2339157248600972	0.17500000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.23499013606923752	0.18	obs_y1		noiseParameter1	dataset1	0
condition1	0.2352075890966371	0.185	obs_y1		noiseParameter1	dataset1	0
condition1	0.2360729089591761	0.19	obs_y1		noiseParameter1	dataset1	0
condition1	0.23714024401453976	0.195	obs_y1		noiseParameter1	dataset1	0
condition1	0.23796525560185305	0.2	obs_y1		noiseParameter1	dataset1	0
condition1	0.23851614714475594	0.20500000000000002	obs_y1		noiseParameter1	dataset1	0
condition1	0.23912292872123636	0.21	obs_y1		noiseParameter1	dataset1	0
condition1	0.23974350672867076	0.215	obs_y1		noiseParameter1	dataset1	0
condition1	0.2401152690245365	0.22	obs_y1		noiseParameter1	dataset1	0
condition1	0.24094244123934933	0.225	obs_y1		noiseParameter1	dataset1	0
condition1	0.24164008282221697	0.23	obs_y1		noiseParameter1	dataset1	0
condition1	0.24263347444598748	0.23500000000000001	obs_y1		noiseParameter1	dataset1	0
condition1	0.24307706439557486	0.24	obs_y1		noiseParameter1	dataset1	0
condition1	0.24317104217791524	0.245	obs_y1		noiseParameter1	dataset1	0
condition1	0.24427737883211698	0.25	obs_y1		noiseParameter1	dataset1	0
condition1	0.24469258687220213	0.255	obs_y1		noiseParameter1	dataset1	0
condition1	0.24520038684775347	0.26	obs_y1		noiseParameter1	dataset1	0
condition1	0.24608768854841492	0.265	obs_y1		noiseParameter1	dataset1	0
condition1	0.24675343400901928	0.27	obs_y1		noiseParameter1	dataset1	0
condition1	0.24728279298345368	0.275	obs_y1		noiseParameter1	dataset1	0
condition1	0.24738985816141484	0.28	obs_y1		noiseParameter1	dataset1	0
condition1	0.24805747065539233	0.28500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.24874485723538065	0.29	obs_y1		noiseParameter1	dataset1	0
condition1	0.24942571226408367	0.295	obs_y1		noiseParameter1	dataset1	0
condition1	0.24957507879010962	0.3	obs_y1		noiseParameter1	dataset1	0
condition1	0.25015245181942874	0.305	obs_y1		noiseParameter1	dataset1	0
condition1	0.25041791212224773	0.31	obs_y1		noiseParameter1	dataset1	0
condition1	0.2508834508426843	0.315	obs_y1		noiseParameter1	dataset1	0
condition1	0.2518694551778972	0.32	obs_y1		noiseParameter1	dataset1	0
condition1	0.25248048696298303	0.325	obs_y1		noiseParameter1	dataset1	0
condition1	0.2525864993072761	0.33	obs_y1		noiseParameter1	dataset1	0
condition1	0.25331751904812105	0.335	obs_y1		noiseParameter1	dataset1	0
condition1	0.25360692370491567	0.34	obs_y1		noiseParameter1	dataset1	0
condition1	0.2537960003279025	0.34500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.25448937168654456	0.35000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.2552200713346184	0.355	obs_y1		noiseParameter1	dataset1	0
condition1	0.25524289382404003	0.36	obs_y1		noiseParameter1	dataset1	0
condition1	0.2560692653121117	0.365	obs_y1		noiseParameter1	dataset1	0
condition1	0.25540895197568997	0.37	obs_y1		noiseParameter1	dataset1	0
condition1	0.25669467997731726	0.375	obs_y1		noiseParameter1	dataset1	0
condition1	0.25690386333973214	0.38	obs_y1		noiseParameter1	dataset1	0
condition1	0.2571958603264711	0.385	obs_y1		noiseParameter1	dataset1	0
condition1	0.2576814585708139	0.39	obs_y1		noiseParameter1	dataset1	0
condition1	0.2575238101909057	0.395	obs_y1		noiseParameter1	dataset1	0
condition1	0.2583526874175204	0.4	obs_y1		noiseParameter1	dataset1	0
condition1	0.25886864269332455	0.405	obs_y1		noiseParameter1	dataset1	0
condition1	0.25952006932394367	0.41000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.25935763274364904	0.41500000000000004	obs_y1		noiseParameter1	dataset1	0
condition1	0.25963131402972034	0.42	obs_y1		noiseParameter1	dataset1	0
condition1	0.26005444527803906	0.425	obs_y1		noiseParameter1	dataset1	0
condition1	0.26076148410173855	0.43	obs_y1		noiseParameter1	dataset1	0
condition1	0.2609412458021338	0.435	obs_y1		noiseParameter1	dataset1	0
condition1	0.26104417272943437	0.44	obs_y1		noiseParameter1	dataset1	0
condition1	0.26163844055106916	0.445	obs_y1		noiseParameter1	dataset1	0
condition1	0.26184602690525777	0.45	obs_y1		noiseParameter1	dataset1	0
condition1	0.2623856960205691	0.455	obs_y1		noiseParameter1	dataset1	0
condition1	0.26225356619670065	0.46	obs_y1		noiseParameter1	dataset1	0
condition1	0.26265267612416676	0.465	obs_y1		noiseParameter1	dataset1	0
condition1	0.26293157833425923	0.47000000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.2629403519364024	0.47500000000000003	obs_y1		noiseParameter1	dataset1	0
condition1	0.2636899450731717	0.48	obs_y1		noiseParameter1	dataset1	0
condition1	0.2639621281735339	0.485	obs_y1		noiseParameter1	dataset1	0
condition1	0.2641712101538239	0.49	obs_y1		noiseParameter1	dataset1	0
condition1	0.26437978096842885	0.495	obs_y1		noiseParameter1	dataset1	0
